"USAF","WBAN","NAME","CTRY","STATE","ICAO","LAT","LON","ELEV","BEGIN","END"
107080,99999,"SAARBRUCKEN","GM","","EDDR",49.215,7.11,322.5,1935,2015
107290,99999,"MANNHEIM CITY","GM","","EDFM",49.473,8.514,94.2,1947,2015
107380,99999,"STUTTGART","GM","","EDDS",48.69,9.222,388.9,1939,2015
107430,99999,"NIEDERSTETTEN","GM","","ETHN",49.392,9.958,468.2,1973,2015
107450,99999,"SCHWABISCH HALL","GM","","EDTY",49.118,9.784,399.6,1936,2015
107520,99999,"ILLESHEIM AHP","GM","","ETIK",49.474,10.388,328.6,1939,2015
107550,99999,"ANSBACH AHP","GM","","ETEB",49.308,10.639,467,1939,2015
107630,99999,"NURNBERG","GM","","EDDN",49.499,11.078,318.8,1931,2015
107750,99999,"HOHENFELS AAF","GM","","ETIH",49.218,11.836,443.5,1961,2015
108050,99999,"LAHR","GM","","EDTL",48.369,7.828,155.8,1973,2015
108370,99999,"LAUPHEIM","GM","","ETHL",48.22,9.91,538.3,1973,2015
108520,99999,"AUGSBURG","GM","","EDMA",48.425,10.932,461.8,1937,2015
108530,99999,"NEUBURG","GM","","ETSN",48.711,11.212,380.7,1938,2015
108560,99999,"LECHFELD","GM","","ETSL",48.186,10.861,555.3,1928,2015
108570,99999,"LANDSBERG LECH","GM","","ETSA",48.071,10.906,623,1938,2015
108600,99999,"INGOLSTADT MANCHING","GM","","ETSI",48.716,11.534,366.4,1939,2015
108660,99999,"MUNCHEN","GM","","EDDM",48.354,11.786,453.2,1929,2015
108690,99999,"ERDING","GM","","ETSE",48.322,11.949,461.8,1937,2015
109350,99999,"FRIEDRICHSHAFEN","GM","","EDNY",47.671,9.511,416.7,1929,2015
109470,99999,"ALLGAU","GM","","EDJA",47.989,10.24,629.1,1937,2015
109540,99999,"ALTENSTADT","GM","","ETHA",47.833,10.867,760,1932,2015
110010,99999,"WOLFSEGG","AU","","",48.1,13.667,615.6,1973,2015
110080,99999,"ROHRBACH","AU","","",48.567,14,602,1976,2015
110100,99999,"LINZ","AU","","LOWL",48.233,14.188,298.1,1934,2015
110120,99999,"KREMSMUENSTER","AU","","",48.05,14.133,389,1973,2015
110180,99999,"AMSTETTEN","AU","","",48.1,14.9,271,1965,2015
110200,99999,"STIFT ZWETTL","AU","","",48.617,15.2,506,1979,2015
110210,99999,"LITSCHAU","AU","","",48.95,15.033,556.7,1976,2015
110220,99999,"RETZ","AU","","",48.767,15.95,323,1965,2015
110240,99999,"JAUERLING","AU","","",48.333,15.333,959,1973,2015
110270,99999,"STOCKERAU","AU","","",48.4,16.2,205.1,1933,2015
110300,99999,"TULLN","AU","","LOXT",48.321,16.112,175.3,1940,2015
110320,99999,"POYSDORF","AU","","",48.667,16.633,207,1973,2015
110350,99999,"WIEN/HOHE WARTE","AU","","",48.25,16.367,200,1931,2015
110360,99999,"SCHWECHAT","AU","","LOWW",48.11,16.57,182.9,1952,2015
111010,99999,"BREGENZ","AU","","",47.5,9.75,441.9,1965,2015
111050,99999,"FELDKIRCH","AU","","",47.267,9.617,439,1966,2015
111120,99999,"LANDECK","AU","","",46.983,10.317,806.5,1965,2015
111160,99999,"REUTTE/TIROL","AU","","",47.5,10.75,870,1979,2015
111190,99999,"SEEFELD","AU","","",47.317,11.183,1183.7,1967,2015
111200,99999,"INNSBRUCK","AU","","LOWI",47.26,11.344,580.9,1931,2015
111260,99999,"PATSCHERKOFEL","AU","","",47.217,11.467,2254,1967,2015
111300,99999,"KUFSTEIN","AU","","",47.583,12.167,493,1965,2015
111350,99999,"HAHNENKAMM/EHRENBACHHOEHE","AU","","",47.417,12.367,1763.6,1973,2015
111360,99999,"KRIMML","AU","","",47.233,12.183,1010.7,1973,2015
111400,99999,"LOFER","AU","","",47.583,12.7,629,1973,2015
111440,99999,"ZELL AM SEE (AUT)","AU","","LOWZ",47.333,12.8,763,1966,2015
111460,99999,"SONNBLICK","AU","","",47.05,12.95,3109,1939,2015
111470,99999,"RADSTADT","AU","","",47.383,13.45,861,1973,2015
111480,99999,"ST. MICHAEL IM LUNGAU","AU","","",47.1,13.65,1094,1973,2015
111490,99999,"OBERTAUERN","AU","","",47.25,13.567,1744.9,1973,2015
111500,99999,"SALZBURG","AU","","LOWS",47.793,13.004,430.1,1938,2015
111520,99999,"MATTSEE","AU","","",47.983,13.1,503,1973,2015
111530,99999,"MONDSEE","AU","","",47.85,13.367,491,1973,2015
111540,99999,"GMUNDEN","AU","","",47.9,13.8,428,1973,2015
111550,99999,"FEUERKOGEL","AU","","",47.817,13.717,1620.1,1965,2015
111570,99999,"AIGEN/ENNSTAL (MIL)","AU","","LOXA",47.533,14.133,649,1938,2015
111610,99999,"PRAEBICHL","AU","","",47.517,14.95,1214.2,1973,2015
111650,99999,"ZELTWEG","AU","","LOXZ",47.203,14.744,676.7,1938,2015
111700,99999,"LUNZ","AU","","",47.85,15.067,615,1973,2015
111750,99999,"BRUCK/MUR","AU","","",47.417,15.267,482,1966,2015
111800,99999,"RAX/SEILBAHN-BERGSTATION","AU","","",47.717,15.783,1554,1977,2015
111820,99999,"WIENER NEUSTADT","AU","","",47.833,16.217,285,1934,2015
111850,99999,"MOENICHKIRCHEN","AU","","",47.517,16.033,994,1965,2015
111900,99999,"EISENSTADT","AU","","",47.85,16.533,189.3,1973,2015
111920,99999,"KLEINZICKEN","AU","","",47.2,16.333,267,1978,2015
112040,99999,"LIENZ","AU","","",46.833,12.817,666,1938,2015
112120,99999,"VILLACHERALPE","AU","","",46.6,13.667,2160,1965,2015
112130,99999,"VILLACH","AU","","",46.617,13.883,494,1976,2015
112140,99999,"PREITENEGG","AU","","",46.933,14.917,1035,1965,2015
112200,99999,"NEUMARKT","AU","","",47.067,14.417,870,1976,2015
112250,99999,"WEITENSFELD","AU","","",46.85,14.183,712.4,1976,2015
112290,99999,"ST. ANDRAE I.L.","AU","","",46.767,14.833,404,1977,2015
112310,99999,"KLAGENFURT(CIV/MIL)","AU","","LOWK",46.65,14.333,452,1931,2015
112400,99999,"GRAZ","AU","","LOWG",46.991,15.44,339.9,1934,2015
112410,99999,"SCHOECKL","AU","","",47.2,15.467,1442,1976,2015
114060,99999,"CHEB","EZ","","",50.067,12.383,490,1937,2015
114140,99999,"KARLOVY VARY","EZ","","LKKV",50.203,12.915,606.2,1939,2015
114230,99999,"PRIMDA","EZ","","",49.667,12.683,747.4,1940,2015
114380,99999,"TUSIMICE","EZ","","",50.383,13.333,326.2,1978,2015
114480,99999,"PLZEN LINE","EZ","","LKLN",49.675,13.275,362.1,1939,2015
114500,99999,"PLZEN-MIKULKA","EZ","","",49.767,13.383,371.5,1937,2015
114570,99999,"CHURANOV","EZ","","",49.067,13.617,1122.2,1973,2015
114640,99999,"MILESOVKA","EZ","","",50.55,13.933,842.6,1931,2015
114870,99999,"KOCELOVICE","EZ","","",49.467,13.833,521.9,1975,2015
115020,99999,"USTI NAD LABEM","EZ","","",50.683,14.033,378.6,1978,2015
115180,99999,"RUZYNE","EZ","","LKPR",50.101,14.26,380.1,1929,2015
115190,99999,"PRAHA-KARLOV / KLEMENTINUM","EZ","","",50.067,14.433,254,1931,2015
115200,99999,"PRAHA-LIBUS","EZ","","",50,14.45,303.7,1973,2015
115670,99999,"PRAHA-KBELY","EZ","","",50.117,14.533,285.5,1939,2015
116030,99999,"LIBEREC","EZ","","",50.767,15.017,401.5,1937,2015
116360,99999,"KOSTELNI MYSLOVA","EZ","","",49.167,15.433,572.4,1952,2015
116430,99999,"PEC POD SNEZKOU","EZ","","",50.7,15.733,820.6,1931,2015
116590,99999,"PRIBYSLAV","EZ","","",49.583,15.767,536.4,1937,2015
116790,99999,"USTI NAD ORLICI","EZ","","",49.983,16.417,404.9,1973,2015
116830,99999,"SVRATOUCH","EZ","","",49.733,16.033,740.4,1977,2015
116980,99999,"KUCHAROVICE","EZ","","",48.883,16.083,338.7,1978,2015
117100,99999,"LUKA","EZ","","",49.65,16.95,515.6,1977,2015
117230,99999,"TURANY","EZ","","LKTB",49.151,16.694,237.1,1939,2015
117660,99999,"CERVENA","EZ","","",49.783,17.55,753.3,1978,2015
117740,99999,"HOLESOV","EZ","","LKHO",49.317,17.567,224,1953,2015
117820,99999,"MOSNOV","EZ","","LKMT",49.696,18.111,257.3,1952,2015
117870,99999,"LYSA HORA","EZ","","",49.55,18.45,1326.8,1973,2015
118160,99999,"M R STEFANIK","LO","","LZIB",48.17,17.213,132.9,1940,2015
118260,99999,"PIESTANY","LO","","LKPP",48.617,17.833,164,1937,2015
118410,99999,"ZILINA/HRICOV","LO","","",49.233,18.617,311,1975,2015
118550,99999,"NITRA","LO","","",48.283,18.133,136,1937,2015
118580,99999,"HURBANOVO","LO","","",47.867,18.2,124,1973,2015
118670,99999,"PRIEVIDZA","LO","","",48.767,18.6,261,1978,2015
118800,99999,"DUDINCE","LO","","",48.167,18.867,140,1978,2015
119030,99999,"SLIAC","LO","","LKSL",48.65,19.15,315,1952,2015
119160,99999,"CHOPOK","LO","","",48.983,19.6,2007,1973,2015
119180,99999,"LIESEK","LO","","",49.367,19.683,693,1933,2015
119270,99999,"LUCENEC","LO","","LZLU",48.333,19.733,214,1978,2015
119300,99999,"LOMNICKY STIT","LO","","",49.2,20.217,2635,1952,2015
119330,99999,"KAMENICA NAD CIROCHOU","LO","","LZKC",48.933,22,177,1978,2015
119340,99999,"TATRY","LO","","LZTT",49.074,20.241,718.1,1957,2015
119380,99999,"TELGART","LO","","",48.85,20.183,906,1978,2015
119680,99999,"KOSICE","LO","","LKKZ",48.667,21.217,231,1952,2015
119760,99999,"STROPKOV  TISINEC","LO","","",49.217,21.65,217,1978,2015
119930,99999,"KAMENICA NAD CIROCHOU","LO","","",48.933,22,178,1973,2015
121000,99999,"KOLOBRZEG","PL","","",54.183,15.583,5,1935,2015
121050,99999,"KOSZALIN","PL","","EPKO",54.2,16.15,34,1952,2015
121150,99999,"USTKA","PL","","",54.583,16.867,11,1937,2015
121200,99999,"LEBA","PL","","",54.75,17.533,6,1973,2015
121250,99999,"LEBORK","PL","","",54.55,17.75,41,1953,2015
121350,99999,"HEL","PL","","",54.6,18.817,3,1955,2015
121500,99999,"LECHA WALESY","PL","","EPGD",54.378,18.466,149,1931,2015
121600,99999,"ELBLAG-MILEJEWO","PL","","",54.167,19.433,43,1933,2015
121850,99999,"KETRZYN","PL","","",54.067,21.367,110,1952,2015
121950,99999,"SUWALKI","PL","","",54.133,22.95,186,1931,2015
122000,99999,"SWINOUJSCIE","PL","","",53.917,14.233,5,1933,2015
122050,99999,"SZCZECIN","PL","","EPSD",53.4,14.617,7,1928,2015
122100,99999,"RESKO-SMOLSKO","PL","","",53.767,15.4,52.9,1973,2015
122120,99999,"SWIDWIN","PL","","EPSN",53.791,15.826,117.3,1940,2015
122150,99999,"SZCZECINEK","PL","","",53.717,16.683,144,1973,2015
122250,99999,"NADARZYCE","PL","","EPNA",53.45,16.5,129,1931,2015
122350,99999,"CHOJNICE","PL","","",53.717,17.55,172,1941,2015
122500,99999,"TORUN","PL","","",53.05,18.583,72,1934,2015
122700,99999,"MLAWA","PL","","",53.1,20.35,149,1934,2015
122720,99999,"OLSZTYN","PL","","",53.767,20.417,137,1935,2015
122800,99999,"MIKOLAJKI","PL","","",53.783,21.583,132,1962,2015
122850,99999,"OSTROLEKA","PL","","",53.083,21.567,97,1941,2015
122950,99999,"BIALYSTOK","PL","","",53.1,23.167,151,1931,2015
123000,99999,"GORZOW WLKP","PL","","",52.75,15.283,73,1952,2015
123100,99999,"SLUBICE","PL","","",52.35,14.6,24,1952,2015
123300,99999,"LAWICA","PL","","EPPO",52.421,16.826,93.9,1931,2015
123450,99999,"KOLO","PL","","",52.2,18.667,117,1952,2015
123600,99999,"PLOCK","PL","","",52.583,19.733,109,1935,2015
123750,99999,"OKECIE","PL","","EPWA",52.166,20.967,110.3,1928,2015
123850,99999,"SIEDLCE","PL","","",52.25,22.25,155,1973,2015
123990,99999,"TERESPOL","PL","","",52.067,23.617,137,1973,2015
124000,99999,"ZIELONA GORA","PL","","",51.933,15.533,192,1931,2015
124150,99999,"LEGNICA","PL","","",51.2,16.2,124,1937,2015
124240,99999,"STRACHOWICE","PL","","EPWR",51.103,16.886,123.1,1939,2015
124350,99999,"KALISZ","PL","","",51.783,18.083,140,1952,2015
124550,99999,"WIELUN","PL","","",51.217,18.567,201,1939,2015
124690,99999,"SULEJOW","PL","","",51.35,19.867,189,1973,2015
124880,99999,"KOZIENICE","PL","","",51.567,21.55,126,1975,2015
124900,99999,"DEBLIN","PL","","EPDE",51.551,21.894,119.5,1934,2015
124950,99999,"LUBLIN RADAWIEC","PL","","",51.217,22.4,240,1931,2015
124970,99999,"WLODAWA","PL","","",51.55,23.533,179,1973,2015
125000,99999,"JELENIA GORA","PL","","",50.9,15.8,344,1933,2015
125100,99999,"SNIEZKA","PL","","",50.733,15.733,1613,1952,2015
125200,99999,"KLODZKO","PL","","",50.433,16.617,357,1952,2015
125300,99999,"OPOLE","PL","","",50.617,17.967,163,1973,2015
125400,99999,"RACIBORZ","PL","","",50.05,18.2,206,1953,2015
125500,99999,"CZESTOCHOWA","PL","","",50.817,19.1,295,1940,2015
125600,99999,"KATOWICE","PL","","EPKM",50.233,19.033,284,1934,2015
125660,99999,"BALICE","PL","","EPKK",50.078,19.785,241.1,1931,2015
125700,99999,"KIELCE-SUKOW","PL","","",50.817,20.7,261,1934,2015
125750,99999,"TARNOW","PL","","",50.033,20.983,209,1939,2015
125800,99999,"JASIONKA","PL","","EPRZ",50.11,22.019,205.7,1954,2015
125850,99999,"SANDOMIERZ","PL","","",50.7,21.717,218,1940,2015
125950,99999,"ZAMOSC","PL","","",50.7,23.25,213,1940,2015
126000,99999,"BIELSKO-BIALA","PL","","",49.8,19,399,1939,2015
126250,99999,"ZAKOPANE","PL","","",49.3,19.967,857,1934,2015
126500,99999,"KASPROWY WIERCH","PL","","",49.233,19.983,1989,1940,2015
126600,99999,"NOWY SACZ","PL","","",49.617,20.7,295,1973,2015
126900,99999,"LESKO","PL","","",49.467,22.35,422,1973,2015
126950,99999,"PRZEMYSL","PL","","",49.8,22.767,280,1934,2015
127720,99999,"MISKOLC","HU","","LHMC",48.083,20.767,236,1952,2015
128050,99999,"SOPRON","HU","","",47.683,16.6,239,1936,2015
128120,99999,"SZOMBATHELY","HU","","LHSY",47.267,16.633,221,1936,2015
128220,99999,"GYOR","HU","","LHPR",47.617,17.783,129,1973,2015
128250,99999,"PAPA","HU","","LHPA",47.364,17.501,152,1973,2015
128390,99999,"FERIHEGY","HU","","LHBP",47.437,19.256,150.9,1952,2015
128430,99999,"BUDAPEST/PESTSZENTLORINC","HU","","",47.433,19.183,139,1973,2015
128510,99999,"KEKESTETO","HU","","",47.867,20.017,1015,1934,2015
128600,99999,"SZOLNOK","HU","","LHSN",47.123,20.236,98.1,1952,2015
128700,99999,"EGER","HU","","",47.9,20.383,218,1936,2015
128820,99999,"DEBRECEN","HU","","LHDC",47.489,21.615,110,1931,2015
128920,99999,"NYIREGYHAZA","HU","","LHNY",47.984,21.692,103,1973,2015
129100,99999,"SZENTGOTTHARD/FARKASFA","HU","","",46.917,16.317,313,1974,2015
129150,99999,"ZALAEGERSZEG/ANDRASHIDA","HU","","",46.867,16.8,180,1977,2015
129250,99999,"NAGYKANIZSA","HU","","",46.45,16.967,141,1973,2015
129300,99999,"KAPOSVAR","HU","","LHKV",46.383,17.833,145,1936,2015
129350,99999,"SIOFOK","HU","","LHSK",46.917,18.05,109,1973,2015
129420,99999,"PECS SOUTH","HU","","LHPP",45.991,18.241,304.8,1936,2015
129500,99999,"PAKS","HU","","",46.583,18.85,98,1980,2015
129600,99999,"BAJA","HU","","",46.183,19.017,113,1973,2015
129700,99999,"KECSKEMET","HU","","LHKE",46.918,19.749,114.6,1973,2015
129820,99999,"SZEGED (AUT)","HU","","LHUD",46.25,20.1,83,1936,2015
129920,99999,"BEKESCSABA","HU","","LHBC",46.683,21.167,90,1936,2015
130670,99999,"PALIC","RI","","",46.1,19.767,105,1973,2015
131160,99999,"RIJEKA","HR","","LYRI",45.217,14.57,84.7,1973,2015
131680,99999,"NOVI SAD RIMSKI SANCEVI","RI","","",45.333,19.85,87,1936,2015
131740,99999,"KIKINDA","RI","","",45.85,20.467,82,1973,2015
131830,99999,"VRSAC","RI","","LYVR",45.147,21.31,84.1,1973,2015
132420,99999,"BANJA LUKA","BK","","LQBK",44.941,17.298,121.9,1936,2015
132620,99999,"LOZNICA","RI","","",44.55,19.233,122,1973,2015
132690,99999,"VALJEVO","RI","","",44.317,19.917,177,1973,2015
132720,99999,"BEOGRAD","RI","","LYBE",44.818,20.309,102.1,1945,2015
132740,99999,"BEOGRAD","RI","","",44.8,20.467,132,1952,2015
132790,99999,"SMEDEREVSKA PALANKA","RI","","",44.367,20.95,122,1973,2015
132850,99999,"VELIKO GRADISTE","RI","","",44.75,21.517,84,1936,2015
132890,99999,"CRNI VRH","RI","","",44.117,21.95,1039,1973,2015
132950,99999,"NEGOTIN","RI","","",44.233,22.55,44,1973,2015
133480,99999,"MOSTAR","BK","","LQMO",43.283,17.846,47.5,1936,2015
133530,99999,"SARAJEVO","BK","","LQSA",43.825,18.331,520.6,1936,2015
133630,99999,"PLEVLJA","MJ","","",43.35,19.35,788,1936,2015
133670,99999,"ZLATIBOR","RI","","",43.733,19.717,1029,1973,2015
133760,99999,"KRALJEVO","RI","","LYKV",43.7,20.7,217,1936,2015
133840,99999,"CUPRIJA","RI","","",43.933,21.383,125,1973,2015
133880,99999,"NIS","RI","","LYNI",43.337,21.854,197.5,1936,2015
133890,99999,"LESKOVAC","RI","","",42.983,21.95,232,1973,2015
133970,99999,"DIMITROVGRAD","RI","","",43.017,22.75,450,1973,2015
134570,99999,"TIVAT","MJ","","LYTV",42.405,18.723,6.1,1976,2015
134590,99999,"NIKSIC","MJ","","",42.767,18.95,647,1975,2015
134620,99999,"PODGORICA / GOLUBOVCI","MJ","","LYTI",42.367,19.25,33,1952,2015
134890,99999,"VRANJE","RI","","",42.55,21.917,434,1979,2015
134930,99999,"KRIVA PALANKA","MK","","",42.2,22.333,696,1973,2015
135770,99999,"LAZAROPOLE","MK","","",41.533,20.7,1321,1973,2015
135780,99999,"OHRID","MK","","LWOH",41.18,20.742,705,1973,2015
135830,99999,"BITOLA","MK","","",41.05,21.367,589,1973,2015
135850,99999,"PRILEP","MK","","",41.333,21.567,674,1936,2015
135860,99999,"SKOPJE","MK","","LWSK",41.962,21.621,238,1928,2015
135910,99999,"STIP","MK","","",41.75,22.183,327,1973,2015
135920,99999,"DEMIR KAPIJA","MK","","",41.417,22.25,126,1973,2015
136000,99999,"SHKODRA","AL","","",42.1,19.533,43,1956,2015
136100,99999,"KUKES","AL","","",42.033,20.417,354,1973,2015
136110,99999,"DURRES","AL","","",41.3,19.45,12,1973,2015
136150,99999,"TIRANA RINAS","AL","","LATI",41.415,19.721,38.4,1956,2015
136190,99999,"PESHKOPI","AL","","",41.683,20.433,653,1973,2015
136220,99999,"VLORE","AL","","",40.467,19.483,5,1960,2015
136230,99999,"SAZAN ISLAND","AL","","",40.5,19.283,240,1933,2015
136240,99999,"QYTETI STALIN","AL","","",40.8,19.9,33,1973,2015
136250,99999,"GJIROKASTRA","AL","","",40.083,20.15,194,1956,2015
136290,99999,"KORCA","AL","","",40.6,20.767,899,1956,2015
150040,99999,"SIGHETUL MARMATIEI","RO","","",47.933,23.9,276,1965,2015
150070,99999,"RADAUTI","RO","","",47.833,25.9,391,1973,2015
150100,99999,"SATU MARE","RO","","LRSM",47.703,22.886,126.2,1952,2015
150140,99999,"TAUTII MAGHERAUS","RO","","LRBM",47.658,23.47,184.1,1974,2015
150150,99999,"OCNA SUGATAG","RO","","",47.733,23.95,503,1974,2015
150200,99999,"BOTOSANI","RO","","",47.733,26.65,163,1957,2015
150230,99999,"STEFAN CEL MARE","RO","","LRSV",47.688,26.354,419.1,1973,2015
150330,99999,"IEZER","RO","","",47.6,24.65,1786,1973,2015
150420,99999,"SACUIENI","RO","","",47.35,22.1,113,1973,2015
150440,99999,"SUPURU DE JOS","RO","","",47.45,22.783,161,1973,2015
150560,99999,"COTNARI","RO","","",47.367,26.933,289,1973,2015
150630,99999,"ZALAU","RO","","",47.183,23.05,294,1973,2015
150690,99999,"POIANA STAMPEI","RO","","",47.317,25.133,920,1973,2015
150730,99999,"TARGU NEAMT","RO","","",47.217,26.383,388,1973,2015
150800,99999,"ORADEA","RO","","LROD",47.025,21.903,141.7,1936,2015
150830,99999,"DEJ","RO","","",47.133,23.9,236,1974,2015
150850,99999,"BISTRITA","RO","","",47.15,24.517,367,1966,2015
150900,99999,"IASI","RO","","LRIA",47.178,27.621,121,1936,2015
150950,99999,"BOROD","RO","","",46.983,22.6,317,1973,2015
151070,99999,"TOPLITA","RO","","",46.933,25.367,688,1973,2015
151080,99999,"CEAHLAU TOACA","RO","","",46.983,25.95,1898,1964,2015
151090,99999,"PIATRA NEAMT","RO","","",46.917,26.383,361,1973,2015
151110,99999,"ROMAN","RO","","",46.967,26.917,217,1935,2015
151130,99999,"NEGRESTI","RO","","",46.85,27.45,131,1973,2015
151170,99999,"HOLOD","RO","","",46.783,22.117,165,1974,2015
151190,99999,"VLADEASA 1800","RO","","",46.767,22.8,1837,1973,2015
151200,99999,"CLUJ NAPOCA","RO","","LRCL",46.785,23.686,315.8,1936,2015
151230,99999,"SARMASU","RO","","",46.75,24.167,398,1973,2015
151270,99999,"JOSENI","RO","","",46.7,25.517,751,1973,2015
151360,99999,"CHISINEU-CRIS","RO","","",46.533,21.533,96,1973,2015
151430,99999,"TURDA","RO","","",46.583,23.783,428,1974,2015
151450,99999,"VIDRASAU","RO","","LRTM",46.468,24.413,293.5,1952,2015
151500,99999,"BACAU","RO","","LRBC",46.522,26.91,185,1952,2015
151540,99999,"VASLUI","RO","","",46.65,27.717,117,1974,2015
151600,99999,"STEI","RO","","",46.533,22.467,279,1973,2015
151620,99999,"CAMPENI","RO","","",46.367,23.05,611,1974,2015
151630,99999,"BAISOARA","RO","","",46.533,23.317,1356,1973,2015
151680,99999,"ODORHEIUL SECUIESC","RO","","",46.3,25.3,525,1973,2015
151700,99999,"MIERCUREA CIUC","RO","","",46.367,25.733,662,1966,2015
151820,99999,"GURAHONT","RO","","",46.267,22.333,177,1973,2015
151890,99999,"DUMBRAVENI","RO","","",46.233,24.6,319,1973,2015
151940,99999,"TARGU OCNA","RO","","",46.267,26.65,243,1973,2015
151970,99999,"BARLAD","RO","","",46.233,27.65,173,1966,2015
151990,99999,"SANNICOLAU MARE","RO","","",46.067,20.6,86.2,1973,2015
152000,99999,"ARAD","RO","","LRAR",46.177,21.262,107.3,1936,2015
152040,99999,"VARADIA DE MURES","RO","","",46.017,22.15,157,1973,2015
152060,99999,"TEBEA","RO","","",46.167,22.667,264,1973,2015
152090,99999,"BLAJ","RO","","",46.183,23.933,334,1973,2015
152150,99999,"BARAOLT","RO","","",46.083,25.6,509,1973,2015
152170,99999,"TARGU SECUIESC","RO","","",46,26.133,569,1973,2015
152190,99999,"ADJUD","RO","","",46.1,27.167,102,1974,2015
152300,99999,"DEVA","RO","","",45.867,22.9,231,1952,2015
152310,99999,"SEBES ALBA","RO","","",45.967,23.533,272.2,1973,2015
152350,99999,"FAGARAS","RO","","",45.833,24.933,429,1966,2015
152380,99999,"SFANTU GHEORGHE GOVASNA","RO","","",45.867,25.817,526,1974,2015
152470,99999,"TRAIAN VUIA","RO","","LRTR",45.81,21.338,106.1,1952,2015
152540,99999,"PALTINIS SIBIU","RO","","",45.65,23.933,1454,1973,2015
152600,99999,"SIBIU","RO","","LRSB",45.786,24.091,456,1936,2015
152610,99999,"INTORSURA BUZAULUI","RO","","",45.683,26.017,710,1973,2015
152620,99999,"LACAUTI","RO","","",45.817,26.383,1785,1973,2015
152650,99999,"TECUCI","RO","","",45.85,27.417,61,1936,2015
152700,99999,"LUGOJ","RO","","",45.683,21.933,123,1974,2015
152770,99999,"BOITA","RO","","",45.65,24.267,519,1973,2015
152800,99999,"VARFU OMU","RO","","",45.45,25.45,2509,1952,2015
152890,99999,"BANLOC","RO","","",45.383,21.133,83,1973,2015
152920,99999,"CARANSEBES","RO","","LRCS",45.42,22.253,264,1965,2015
152960,99999,"PETROSANI","RO","","",45.417,23.383,599,1973,2015
153000,99999,"BRASOV-GHIMBAV","RO","","",45.7,25.533,538,1973,2015
153010,99999,"FUNDATA","RO","","",45.433,25.267,1383,1973,2015
153020,99999,"PREDEAL","RO","","",45.5,25.583,1093,1934,2015
153070,99999,"RAMNICU SARAT","RO","","",45.383,27.05,154,1974,2015
153100,99999,"GALATI","RO","","",45.483,28.033,71,1935,2015
153150,99999,"SEMENIC","RO","","",45.183,22.05,1433,1973,2015
153160,99999,"CUNTU","RO","","",45.3,22.517,1450,1973,2015
153170,99999,"TARCU","RO","","",45.283,22.533,2186,1973,2015
153190,99999,"VOINEASA","RO","","",45.417,23.967,575,1973,2015
153200,99999,"PARANG","RO","","",45.383,23.467,1550,1973,2015
153240,99999,"CAMPULUNG MUSCEL","RO","","",45.283,25.033,680,1974,2015
153250,99999,"SINAIA-1500","RO","","",45.35,25.5,1510,1973,2015
153280,99999,"PATARLAGELE","RO","","",45.317,26.367,291,1974,2015
153350,99999,"CATALOI","RO","","LRTC",45.062,28.714,61,1973,2015
153360,99999,"GORGOVA","RO","","",45.183,29.167,4,1974,2015
153380,99999,"ORAVITA","RO","","",45.033,21.683,310,1973,2015
153400,99999,"TARGU JIU","RO","","",45.033,23.267,205.5,1966,2015
153410,99999,"APA NEAGRA","RO","","",45,22.867,251,1973,2015
153440,99999,"POLOVRAGI","RO","","",45.183,23.817,532,1974,2015
153450,99999,"MORARESTI","RO","","",45,24.533,550,1973,2015
153460,99999,"RAMNICU VALCEA","RO","","",45.1,24.367,239,1937,2015
153470,99999,"CURTEA DE ARGES","RO","","",45.167,24.667,449,1973,2015
153490,99999,"CAMPINA","RO","","",45.283,25.75,463,1973,2015
153500,99999,"BUZAU","RO","","",45.15,26.817,97,1936,2015
153600,99999,"SULINA","RO","","",45.167,29.733,9,1936,2015
153640,99999,"BOZOVICI","RO","","",44.917,22,252,1974,2015
153690,99999,"TARGU LOGRESTI","RO","","",44.883,23.7,265,1973,2015
153730,99999,"PITESTI","RO","","",44.85,24.817,315,1966,2015
153750,99999,"TARGOVISTE","RO","","",44.933,25.433,297.7,1973,2015
153770,99999,"PLOIESTI","RO","","",44.95,26,177,1966,2015
153870,99999,"SFANTU GHEORGHE DELTA","RO","","",44.9,29.6,2,1973,2015
153880,99999,"MOLDOVA VECHE","RO","","",44.717,21.633,83,1974,2015
153950,99999,"DRAGASANI","RO","","",44.667,24.233,281,1973,2015
154020,99999,"URZICENI","RO","","",44.717,26.65,61,1973,2015
154050,99999,"GRIVITA","RO","","",44.75,27.3,51,1966,2015
154060,99999,"HARSOVA","RO","","",44.683,27.95,38,1974,2015
154080,99999,"CORUGEA","RO","","",44.733,28.35,220,1973,2015
154090,99999,"JURILOVCA","RO","","",44.767,28.883,38,1973,2015
154100,99999,"DROBETA TURNU SEVERIN","RO","","",44.633,22.633,80,1936,2015
154120,99999,"BACLES","RO","","",44.483,23.117,313,1973,2015
154160,99999,"STOLNICI","RO","","",44.567,24.8,210,1973,2015
154190,99999,"TITU","RO","","",44.65,25.583,160,1974,2015
154200,99999,"AUREL VLAICU","RO","","LRBS",44.503,26.102,90.5,1931,2015
154210,99999,"HENRI COANDA","RO","","LROP",44.571,26.085,95.7,1973,2015
154220,99999,"BUCURESTI FILARET","RO","","",44.417,26.1,83.5,1979,2015
154440,99999,"FETESTI","RO","","",44.367,27.85,61,1973,2015
